leaid,ncessch,report_dis,report_race,report_sex,counselors_fte,psych_fte,law_fte,enrollment,teachers_fte,lunch_program,title1_s,title1_e,read_test,math_test
0400246,040024603494,0,0,0,0,0,0,135,NA,1,NA,NA,57,42
0400248,040024801923,1,0,0,1,0,0,76,NA,1,0,0,30,69.5
0400248,040024803089,0,0,0,1,0,0,336,NA,1,0,0,57,58
0400254,040025402074,0,0,0,1,0,0,145,NA,1,0,0,75,24.5
0400254,040025403420,0,0,0,1,0,0,17,NA,0,0,0,NA,NA
0400255,040025502075,0,1,1,1,1,0,685,NA,1,0,0,57,45
0400258,040025802079,0,0,0,0,0,0,93,NA,0,0,0,42,42
0400259,040025902080,0,0,0,0,1,0,547,NA,1,0,0,8,6
0400261,040026101916,0,0,0,1,1,0,655,NA,0,0,0,17,12
0400263,040026302083,0,0,0,0,0,0,26,NA,0,0,0,49.5,30
0400264,040026402084,0,0,0,0,0,0,52,NA,0,0,0,44.5,15
0400266,040026602089,0,0,0,0,0,0,87,NA,0,1,1,24.5,24.5
0400267,040026702091,0,0,0,0,0,0,24,NA,0,1,1,24.5,24.5
0400268,040026802092,0,0,0,0,0,0,789,NA,1,1,1,66,64
0400274,040027402020,0,0,0,0,0,0,151,NA,1,1,1,10,24.5
0400275,040027502077,0,0,0,0,0,0,56,NA,0,1,1,69.5,49.5
0400276,040027601841,0,0,0,1,0,0,107,NA,0,1,1,10,10
0400278,040027802168,0,0,0,0,0,0,28,NA,0,0,0,24.5,24.5
0400279,040027902170,0,0,0,0,0,0,256,NA,1,1,1,57,62
0400280,040028002186,0,0,0,1,0,0,475,NA,1,0,0,38,43
0400281,040028102187,0,0,1,1,1,0,511,NA,0,1,1,74,72
0400282,040028202232,0,1,0,0,0,0,940,NA,1,1,1,25,28
0400282,040028202993,0,0,0,0,0,0,611,NA,1,1,1,24,28
0400282,040028203457,0,0,0,0,0,0,291,NA,1,1,1,32,22
0400284,040028402095,0,0,0,0,0,0,254,NA,1,0,1,17,27
0400285,040028502173,0,0,0,0,0,0,56,NA,0,0,0,49.5,10
0400288,040028802176,0,1,1,0,0,1,234,NA,1,1,1,15,15
0400290,040029002177,0,0,0,0,0,0,658,NA,1,1,1,38,34
0400295,040029500149,0,0,0,0,0,0,136,11,1,0,0,27,17
0400295,040029500326,0,0,0,0,0,1,633,33,1,0,0,17,11
0400295,040029500327,0,0,0,0,0,0,156,8,1,0,0,NA,NA
0400295,040029500328,0,0,0,0,0,0,760,34,1,0,0,52,60
0400295,040029500881,0,0,0,1,1,1,894,48,1,0,0,17,22
0400295,040029501126,0,0,0,1,0,0,784,33,1,0,0,38,35
0400295,040029501495,0,0,0,0,0,0,616,27,1,0,0,30,27
0400295,040029501544,0,0,0,0,0,0,508,29,1,0,0,23,18
0400295,040029502661,0,0,0,1,0,1,678,30,1,0,0,38,32
0400295,040029503234,0,0,0,1,0,0,448,22,1,0,0,44,36
0400295,040029503325,0,0,0,1,0,1,1041,41,1,0,0,39,42
0400303,040030302181,0,0,0,0,0,0,348,NA,0,1,1,22,17
0400310,040031002370,0,0,0,1,0,0,496,NA,1,1,1,61,41
0400311,040031102151,0,0,0,0,0,0,116,NA,0,0,0,24.5,24.5
0400311,040031102919,0,0,0,1,0,0,75,NA,0,0,0,24.5,24.5
0400311,040031103001,0,0,0,1,0,0,29,NA,0,0,0,NA,NA
0400311,040031103144,0,0,0,1,0,0,121,NA,0,0,0,34.5,24.5
0400311,040031103186,0,0,0,1,0,0,52,NA,0,0,0,NA,NA
0400311,040031103189,0,0,0,0,0,0,222,NA,0,0,0,24.5,24.5
0400311,040031103292,0,0,0,1,0,0,65,NA,0,0,0,30,30
0400315,040031502217,0,0,0,1,1,0,20,3,0,0,1,24.5,24.5
0400315,040031503318,0,0,0,1,1,0,42,3,0,NA,1,10,10
0400317,040031702202,0,0,0,0,1,0,278,NA,0,0,0,77,57
0400318,040031802203,0,0,0,1,0,0,241,NA,1,1,1,22,32
0400320,040032002227,0,0,0,0,0,0,318,NA,1,1,1,55,44
0400320,040032002576,0,0,0,0,0,0,120,NA,1,1,1,NA,NA
0400321,040032103565,0,0,0,1,0,0,22,NA,0,0,0,10,10
0400321,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0400322,040032202205,0,0,0,0,0,0,172,NA,0,0,0,10,10
0400323,040032302159,0,0,0,0,0,0,326,NA,0,0,0,67,47
0400326,040032602162,0,0,0,0,1,0,749,NA,1,1,1,47,52
0400327,040032702163,0,1,0,1,0,1,753,NA,0,0,0,41,30
0400327,040032702291,0,1,0,0,0,0,240,NA,0,0,0,42,37
0400327,040032702372,0,0,0,0,0,0,126,NA,0,0,0,74.5,64.5
0400328,040032802228,0,0,0,0,0,0,64,NA,0,0,0,74.5,64.5
0400329,040032903159,0,0,0,1,1,0,4220,NA,0,0,0,36,29
0400330,040033002206,0,0,0,1,0,0,402,NA,0,0,0,27,12
0400332,040033202165,0,0,0,0,0,0,97,NA,1,0,0,NA,NA
0400339,040033901939,0,0,0,0,0,0,305,NA,1,1,1,52,67
0400340,040034001940,0,0,0,1,1,0,1028,NA,1,1,1,61,57
0400343,040034302246,0,0,0,0,0,0,139,NA,1,1,1,37,22
0400343,040034303003,0,0,0,0,0,0,59,NA,1,1,1,32,32
0400344,040034403467,0,0,0,0,0,0,11,NA,0,0,0,NA,NA
0400350,040035002286,0,0,0,0,1,0,161,NA,1,1,1,32,37
0400351,040035102148,0,0,0,1,0,0,68,NA,1,1,1,15,5
0400352,040035201898,0,0,1,0,0,0,223,NA,1,1,1,15,15
0400353,040035301896,0,0,1,1,0,1,470,NA,1,1,1,12,12
0400354,040035401733,0,0,0,0,0,0,491,NA,1,1,1,12,7.5
0400355,040035501734,0,0,0,0,0,1,438,NA,1,1,1,27,27
0400356,040035602287,0,0,0,0,0,0,251,NA,1,0,0,12,17
0400357,040035701732,0,0,0,0,0,0,161,NA,1,1,1,15,5
0400359,040035902292,0,0,0,0,0,0,270,NA,0,0,0,87,87
0400361,040036102299,0,0,0,1,0,0,733,NA,1,1,1,38,40
0400361,040036103165,0,0,0,1,0,0,845,NA,1,1,1,40,45
0400361,040036103312,0,0,0,0,0,0,400,NA,1,1,1,18,17
0400363,040036302300,0,0,0,0,0,0,76,NA,0,1,1,30,24.5
0400364,040036400804,0,0,0,1,0,0,118,NA,0,1,1,30,30
0400364,040036402985,0,0,0,1,0,0,83,NA,0,1,1,30,49.5
0400366,040036602302,1,0,1,0,0,0,336,NA,0,0,0,52,32
0400367,040036702303,0,0,0,1,0,0,141,NA,1,0,0,15,15
0400367,040036703531,0,0,0,1,0,0,106,NA,1,0,0,24.5,24.5
0400368,040036802037,0,0,0,0,0,0,455,NA,1,0,0,68,69
0400370,040037001597,0,0,0,0,0,0,116,NA,1,1,1,44.5,44.5
0400373,040037302311,0,0,0,0,0,0,103,NA,1,1,1,24.5,24.5
0400373,040037302397,0,0,0,0,0,0,182,NA,1,1,1,22,17
0400373,040037302889,0,0,0,0,0,0,111,NA,1,1,1,12,12
0400373,040037302936,0,0,0,0,0,0,108,NA,1,1,1,37,22
0400374,040037402169,0,0,0,0,0,0,347,NA,1,1,1,48,44
0400376,040037602313,0,0,0,0,0,0,245,NA,1,1,1,26,35
0400377,040037702314,0,0,0,0,0,0,73,NA,1,1,1,42,32
0400381,040038102319,0,0,0,0,0,0,201,NA,0,1,1,37,22
0400381,040038102866,0,0,0,0,0,0,7,NA,0,0,1,NA,NA
0400382,040038202331,0,0,0,1,0,0,125,NA,1,1,1,30,5
0400384,040038401899,0,0,0,0,0,0,186,NA,1,1,1,22,12
0400385,040038502016,0,0,0,0,0,1,275,NA,1,1,1,17,12
0400386,040038601894,0,0,0,0,0,0,321,NA,1,0,0,12,7.5
0400387,040038701735,0,0,0,0,0,0,67,NA,1,1,1,10,24.5
0400388,040038801736,0,0,1,0,0,1,162,NA,1,0,0,15,15
0400389,040038901737,0,0,0,1,0,0,428,NA,1,0,0,12,17
0400391,040039103074,0,0,0,0,0,0,23,NA,0,0,0,NA,NA
0400393,040039302297,0,0,0,0,1,0,10,NA,1,0,0,24.5,24.5
0400394,040039402323,0,0,0,0,0,0,94,NA,0,0,0,10,10
0400395,040039502305,0,0,0,0,0,0,230,NA,1,1,1,52,62
0400395,040039502536,0,0,0,0,0,0,269,NA,1,NA,1,62,72
0400395,040039502826,0,0,0,0,0,0,165,NA,1,1,1,47,47
0400395,040039503335,0,0,0,0,0,0,47,NA,0,NA,1,44.5,15
0400396,040039602306,0,0,0,0,0,0,121,NA,1,1,1,64.5,44.5
0400397,040039703119,0,0,0,0,0,0,172,NA,1,1,1,62,52
0400399,040039902325,0,0,0,0,0,0,158,NA,0,NA,1,77,62
0400401,040040101866,0,0,0,0,0,0,194,NA,1,1,1,47,42
0400402,040040201860,0,0,0,0,0,0,252,NA,1,1,1,27,17
0400402,040040203429,0,0,0,0,0,0,258,NA,1,1,1,32,27
0400403,040040301989,0,0,0,1,0,0,17,NA,0,1,1,NA,NA
0400404,040040401993,0,0,0,1,0,0,82,NA,0,1,1,22,32
0400405,040040502053,0,0,0,1,0,0,186,NA,1,0,0,15,5
0400406,040040602036,0,0,0,0,0,0,544,NA,1,0,0,75,64
0400407,040040702404,0,0,0,1,0,0,183,NA,1,1,1,44.5,54.5
0400407,040040702558,0,0,0,0,0,0,72,NA,0,0,1,52,42
0400407,040040703448,0,0,0,0,0,0,73,NA,1,1,1,52,42
0400409,040040902406,0,0,0,1,NA,0,151,NA,1,0,0,72,52
0400413,040041302411,0,0,1,0,0,0,402,NA,1,0,0,53,52
0400413,040041302986,0,0,1,0,0,0,123,NA,1,0,0,67,72
0400414,040041402412,0,0,0,1,0,0,115,NA,0,1,1,30,10
0400415,040041502414,0,0,0,0,0,0,394,NA,1,NA,1,52,50
0400417,040041701588,0,0,0,0,0,0,444,NA,1,0,0,67,62
0400419,040041902897,0,0,0,0,1,0,8,0,0,0,0,NA,NA
0400420,040042002522,0,0,0,1,0,1,11,NA,0,0,0,NA,NA
0400420,040042003277,0,0,0,1,0,0,29,NA,1,0,0,NA,NA
0400423,040042302525,0,0,0,0,0,0,178,NA,0,0,0,15,24.5
0400424,040042402526,0,0,0,0,0,0,749,NA,1,NA,1,65,66
0400425,040042502527,0,0,1,0,0,0,670,NA,1,1,1,48,51
0400426,040042602528,0,0,0,0,0,0,144,NA,0,0,0,69.5,69.5
0400427,040042703160,0,0,0,1,0,0,2196,NA,0,1,1,48,27
0400429,040042901994,0,0,0,0,0,0,462,NA,0,1,1,36,40
0400432,040043202200,0,0,1,1,0,0,3632,NA,0,0,0,43,25
0400432,040043203324,0,0,0,1,0,0,965,NA,0,0,0,23,16
0400438,040043802653,0,0,0,0,0,0,792,NA,1,1,1,23,21
0400439,040043902644,0,0,0,0,0,0,194,NA,0,1,1,37,22
0400440,040044002681,0,1,1,1,0,0,728,NA,0,0,0,72,73
0400441,040044102658,0,0,0,0,0,0,372,NA,1,NA,1,47,44
0400442,040044202683,0,0,1,0,0,0,132,NA,1,1,1,42,42
0400444,040044402321,0,0,0,1,1,0,254,NA,1,1,1,32,32
0400445,040044502676,0,0,0,0,0,0,422,NA,1,1,1,25,27
0400446,040044602659,0,0,0,0,0,0,264,NA,1,1,1,NA,NA
0400447,040044702671,0,0,1,0,0,0,396,NA,1,1,1,37,47
0400448,040044802638,0,0,0,0,0,0,53,NA,0,0,0,49.5,30
0400450,040045000001,1,0,1,1,1,1,1761,90,1,1,1,43,54
0400450,040045001884,1,1,1,1,1,1,2287,106,1,0,1,59,60
0400450,040045002273,1,0,1,1,1,1,1695,80,1,1,1,37,57
0400450,040045002592,0,1,1,1,1,1,2023,88,1,0,1,52,55
0400459,040045902575,0,0,0,0,1,1,10,NA,0,0,0,24.5,24.5
0400463,040046302884,1,1,1,1,1,0,264,NA,0,1,1,2.5,2.5
0400463,040046302918,0,0,0,0,1,0,40,NA,0,1,1,10,10
0400463,040046302923,0,0,0,1,1,0,71,NA,0,1,1,5,15
0400480,040048000002,0,0,0,0,0,0,158,8,1,1,1,37,47
0400480,040048003445,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
0400520,040052000003,0,1,0,0,0,1,324,8,1,0,0,27,27
0400520,040052003063,0,1,1,0,0,1,119,10,1,0,0,NA,NA
0400600,040060000007,0,0,0,1,1,0,794,44,1,0,0,27,31
0400600,040060000008,0,0,0,1,1,0,895,35,1,0,0,21,22
0400600,040060000009,0,0,1,1,1,0,1133,52,1,0,0,37,37
0400600,040060000010,0,0,0,1,1,0,827,40,1,0,0,22,22
0400600,040060000012,0,0,0,1,1,0,1052,49,1,0,0,19,19
0400600,040060000015,1,1,0,1,1,0,805,40,1,0,0,20,18
0400600,040060000016,0,0,0,1,1,0,765,40,1,0,0,31,34
0400600,040060000018,0,0,0,1,1,0,724,38,1,0,0,20,25
0400600,040060000302,0,1,1,1,1,0,1102,50,1,0,0,NA,NA
0400600,040060001283,0,0,0,1,0,0,710,29,1,0,0,82,89
0400600,040060001418,1,1,1,1,1,0,1257,53,1,0,0,NA,NA
0400600,040060001486,0,0,0,1,1,0,731,42,1,0,0,28,35
0400600,040060001707,0,0,1,1,1,0,603,27,1,0,0,21,24
0400600,040060002002,0,1,1,1,1,0,1148,51,1,0,0,27,30
0400608,040060803115,0,1,0,1,0,0,1148,NA,0,0,0,91,93
0400610,040061002056,0,0,0,0,0,0,382,NA,1,NA,1,52,62
0400610,040061003363,0,0,1,0,0,0,460,NA,1,NA,1,40,43
0400614,040061403158,0,0,0,0,0,1,170,NA,1,1,1,69.5,69.5
0400616,040061603094,0,0,0,0,0,0,76,NA,0,0,0,57,32
0400618,040061803095,0,0,0,0,0,1,498,NA,1,1,1,17,22
0400619,040061903097,0,1,0,0,0,1,428,NA,1,1,1,32,37
0400621,040062100688,0,0,0,1,0,0,113,NA,0,0,0,NA,NA
0400621,040062103161,0,0,0,1,0,0,460,NA,0,0,0,12,7.5
0400625,040062502157,0,0,0,1,0,0,144,NA,0,0,0,NA,NA
0400626,040062601886,0,0,0,1,0,0,67,NA,0,0,0,NA,NA
0400630,040063000019,0,0,0,0,0,0,60,5,0,0,0,74.5,54.5
0400632,040063203105,0,1,0,0,1,0,320,NA,1,1,1,32,17
0400633,040063303106,0,0,0,0,0,0,224,NA,0,0,0,15,15
0400633,040063303536,0,0,0,0,0,0,39,NA,0,0,0,30,10
0400636,040063603108,0,0,0,1,0,0,229,NA,0,0,0,15,5
0400636,040063603163,0,0,0,1,0,0,217,NA,0,0,0,42,37
0400637,040063702032,0,0,0,0,0,0,269,NA,1,1,1,47,27
0400638,040063801796,0,0,0,0,0,0,394,NA,1,0,1,71,75
0400638,040063803360,0,0,0,0,0,0,104,NA,1,1,1,67,67
0400638,040063803456,0,0,0,0,0,0,278,NA,1,0,1,62,52
0400640,040064002031,0,0,0,1,0,0,58,NA,1,0,0,5,5
0400640,040064003569,0,0,0,1,0,0,33,NA,1,0,0,24.5,10
0400641,040064102881,0,0,0,0,0,0,225,NA,1,1,1,7.5,2.5
0400649,040064902846,0,0,0,0,0,0,73,NA,1,0,0,34.5,24.5
0400649,040064903114,0,0,0,0,0,0,834,NA,1,0,0,46,47
0400650,040065001846,0,0,0,0,0,0,38,NA,1,0,0,10,10
0400653,040065303004,0,0,0,0,0,0,194,NA,1,1,1,42,27
0400653,040065303069,0,0,0,0,0,0,180,NA,1,1,1,74.5,54.5
0400655,040065503096,1,1,0,1,0,0,712,NA,0,0,0,65,67
0400656,040065603223,0,0,0,0,0,0,152,NA,0,1,1,10,10
0400680,040068000020,1,0,1,1,1,0,768,44,1,1,1,24,17
0400680,040068000021,0,0,1,1,1,0,887,50,1,1,1,51,48
0400680,040068000022,0,0,0,0,0,0,296,23,1,1,1,42,42
0400680,040068000023,0,0,0,0,0,0,386,31,1,1,1,25,27
0400680,040068000025,0,1,1,0,1,0,397,28,1,1,1,42,37
0400680,040068000026,0,0,1,0,1,0,373,26,1,1,1,27,12
0400680,040068000027,0,1,0,0,1,0,625,42,1,1,1,31,27
0400680,040068000028,0,0,1,1,0,0,662,34,1,0,1,53,50
0400680,040068000029,0,0,0,0,1,0,451,30,1,1,1,57,59
0400680,040068000030,0,0,0,0,1,0,76,NA,1,1,1,10,10
0400680,040068000031,0,1,0,0,1,0,516,29,1,0,1,74,64
0400680,040068000032,0,0,1,1,1,1,1206,70,1,1,1,22,17
0400680,040068000033,0,0,0,1,1,1,1565,77,1,0,1,62,62
0400680,040068001001,0,1,0,1,1,0,1212,66,1,0,1,62,60
0400680,040068001031,0,0,1,0,1,0,366,23,1,1,1,62,57
0400680,040068001286,0,0,0,0,0,0,443,32,1,1,1,39,40
0400680,040068001394,0,0,1,0,1,0,466,28,1,0,1,62,57
0400680,040068001525,0,0,1,1,1,0,481,27,1,1,1,33,27
0400680,040068002066,0,0,0,0,1,0,397,24,1,0,1,72,75
0400680,040068002198,0,0,0,1,1,1,1717,77,1,0,1,60,57
0400680,040068003330,0,0,0,1,0,0,39,0,0,0,1,24.5,24.5
0400680,040068003517,0,0,0,0,1,0,316,16,1,NA,NA,77,72
0400720,040072000034,0,0,0,1,1,0,195,13,1,1,1,24.5,24.5
0400720,040072003466,0,0,0,0,0,0,25,0,1,NA,NA,NA,NA
0400745,040074502856,0,0,0,0,1,0,1100,NA,0,NA,1,68,71
0400746,040074600717,1,0,0,1,1,0,1756,NA,0,0,0,63,56
0400746,040074602864,0,0,0,0,1,0,1619,NA,0,0,0,64,58
0400747,040074702795,0,0,0,0,0,0,829,NA,0,0,0,74,81
0400748,040074802870,0,0,0,0,0,0,120,NA,1,0,0,27,22
0400750,040075000039,0,0,0,0,0,0,8,0,0,0,0,NA,NA
0400751,040075102781,0,0,0,0,0,0,110,NA,1,0,0,24.5,24.5
0400754,040075402819,0,0,0,0,0,0,396,NA,1,1,1,25,22
0400755,040075502371,0,0,0,0,0,0,419,NA,0,0,0,47,42
0400755,040075503029,0,0,0,0,0,0,95,NA,0,0,0,NA,NA
0400756,040075602813,0,0,0,0,0,0,181,NA,1,1,1,22,26
0400757,040075702820,1,1,1,0,0,0,555,NA,0,0,0,62,64
0400758,040075802766,0,0,0,1,0,0,536,NA,0,0,0,80,82
0400760,040076002911,0,0,0,1,0,0,538,NA,0,0,0,76,74
0400763,040076302915,0,1,0,0,0,0,673,NA,1,1,1,39,39
0400764,040076403051,0,0,0,1,0,0,364,NA,1,1,1,47,52
0400766,040076602901,0,0,0,0,0,0,624,NA,1,1,1,39,33
0400768,040076802913,0,0,0,0,0,0,77,NA,1,1,1,17,17
0400769,040076902956,0,0,0,1,0,0,488,NA,1,0,0,23,15
0400770,040077002903,0,0,0,1,0,0,346,NA,1,NA,1,47,47
0400771,040077102899,0,0,0,0,0,0,75,NA,0,0,0,49.5,49.5
0400773,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0400774,040077402934,0,0,0,0,0,0,292,NA,1,0,0,50,52
0400775,040077502916,0,0,0,1,0,0,793,NA,0,0,0,54,46
0400776,040077602387,0,0,0,0,0,0,350,NA,1,0,0,32,22
0400778,040077802902,0,0,0,0,0,0,506,NA,1,0,0,72,79
0400780,040078002928,0,0,0,1,0,0,528,NA,1,1,1,50,51
0400781,040078102910,0,0,0,0,0,0,639,NA,1,1,1,52,54
0400782,040078202954,0,0,0,1,NA,0,90,NA,0,0,0,84.5,74.5
0400783,040078302932,0,0,0,1,0,0,365,NA,1,1,1,42,62
0400785,040078502929,0,0,0,0,0,0,173,NA,1,1,1,12,12
0400786,040078602885,0,0,0,0,0,0,340,NA,1,1,1,20,20
0400787,040078702898,0,0,0,1,0,0,277,NA,1,1,1,17,22
0400788,040078802999,0,0,0,0,0,0,163,NA,1,0,0,25,32
0400789,040078902931,0,0,0,0,0,0,193,NA,1,1,1,27,17
0400790,040079000040,0,1,1,1,0,0,626,30,1,0,0,25,27
0400790,040079000041,1,0,0,1,1,0,708,39,1,0,0,34,32
0400790,040079000043,0,0,0,1,0,0,NA,47,1,0,0,42,37
0400790,040079001461,0,0,1,1,1,0,714,36,1,0,0,38,34
0400790,040079002212,0,0,1,1,1,0,491,26,1,0,0,41,37
0400790,040079003333,0,0,0,0,0,0,13,0,0,0,0,NA,NA
0400792,040079202970,0,0,0,0,0,0,197,NA,1,1,1,17,22
0400793,040079302984,0,0,0,0,1,0,288,NA,1,1,1,42,44
0400796,040079602645,0,0,0,0,0,0,225,NA,1,1,1,37,37
0400797,040079702994,0,0,0,0,0,0,85,NA,1,0,0,22,22
0400797,040079703230,0,0,0,0,0,0,519,NA,1,0,0,50,45
0400798,040079803021,0,0,0,0,0,0,587,NA,1,0,0,37,41
0400799,040079902943,0,0,0,0,0,0,145,NA,1,1,1,57,57
0400800,040080003211,0,0,0,0,0,0,591,NA,0,0,0,45,47
0400800,040080003288,0,0,0,0,0,0,640,NA,0,0,0,68,56
0400800,040080003317,0,0,0,1,0,0,1297,NA,0,0,0,51,44
0400800,040080003368,0,0,0,0,0,0,485,NA,0,0,0,55,50
0400801,040080102941,0,0,0,0,0,0,155,NA,1,1,1,2.5,7.5
0400802,040080202962,0,0,0,1,0,0,223,NA,1,1,1,37,42
0400803,040080302667,0,0,1,0,0,0,441,NA,1,NA,1,43,27
0400803,040080303416,0,0,0,0,0,0,428,NA,1,1,1,51,31
0400805,040080503050,0,0,1,0,0,0,646,NA,1,0,0,79,84
0400805,040080503444,0,0,0,0,0,0,196,NA,1,0,0,77,57
0400807,040080702976,0,0,1,1,0,0,159,NA,1,0,0,47,52
0400810,040081003026,0,0,0,1,0,0,164,NA,1,1,1,42,42
0400811,040010301583,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0400811,040010302855,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0400811,040010302950,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0400811,040010301724,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0400811,040010302329,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0400811,040010302008,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0400811,040010302139,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0400814,040081402554,0,0,0,1,0,0,6,NA,1,1,1,24.5,24.5
0400815,040081503023,0,0,1,0,0,0,119,NA,1,1,1,22,17
0400816,040081602998,0,0,0,0,0,0,123,NA,0,1,1,10,10
0400816,040081603219,0,0,0,0,0,0,689,NA,0,1,1,17,22
0400817,040081703191,0,0,0,0,0,0,61,NA,1,1,1,10,10
0400818,040081803197,0,0,0,1,0,0,552,NA,0,0,0,93,93
0400819,040081903187,0,0,1,0,0,0,795,NA,0,0,0,77,75
0400820,040082002672,0,0,0,1,0,0,161,NA,0,0,0,47,27
0400821,040082103226,0,0,0,1,0,0,162,NA,1,1,1,5,5
0400822,040082203221,0,0,0,0,0,0,279,NA,1,0,0,37,47
0400823,040082303296,0,0,1,0,0,0,297,NA,1,1,1,52,44.5
0400824,040082403178,0,0,0,0,0,0,668,NA,1,1,1,48,51
0400826,040082603207,0,0,0,0,1,0,29,NA,1,0,0,30,30
0400827,040082703252,0,0,0,1,1,0,73,NA,0,0,0,15,10
0400827,040082703309,0,0,0,1,1,0,64,NA,0,0,0,24.5,24.5
0400828,040082803199,0,0,0,0,0,0,400,NA,0,0,0,77,92
0400829,040082903278,0,0,0,1,0,0,831,NA,0,0,0,88,90
0400830,040083003253,0,0,1,1,0,0,951,NA,0,0,0,91,95
0400831,040083103196,0,0,0,1,0,0,631,NA,0,0,0,84,84
0400832,040083203290,0,0,0,0,0,1,536,NA,0,0,0,70,74
0400833,040083303283,0,0,0,0,0,0,539,NA,0,0,0,71,72
0400834,040083403244,0,0,0,0,0,0,532,NA,0,0,0,78,87
0400838,040083803243,0,0,0,0,0,0,236,NA,0,0,0,64.5,64.5
0400839,040083903273,0,0,0,0,0,0,346,NA,0,0,0,12,2.5
0400840,040084000044,0,0,0,0,0,0,262,12,1,1,1,32,37
0400841,040084103259,0,0,0,0,0,0,399,NA,0,0,0,84,83
0400842,040084203300,0,0,0,0,1,0,1192,NA,0,NA,1,73,68
0400843,040084303351,0,1,1,1,0,0,787,NA,0,0,0,90,92
0400844,040084403285,0,0,0,0,0,0,117,NA,0,1,1,47,22
0400845,040084503242,0,0,0,0,0,0,356,NA,1,1,1,50,36
0400846,040084603245,0,0,0,0,0,0,228,NA,1,1,1,28,15
0400847,040084703301,0,0,0,0,1,0,1281,NA,0,1,1,67,71
0400848,040084803293,0,0,0,0,0,0,122,NA,1,0,0,54.5,34.5
0400849,040084903266,1,1,0,0,0,0,204,NA,1,1,1,27,27
0400850,040085003341,0,0,0,0,0,0,597,NA,0,0,0,72,72
0400851,040085103271,0,0,0,0,0,0,736,NA,0,0,0,69,59
0400852,040085203257,0,0,0,1,0,0,266,NA,1,1,1,67,62
0400853,040085303297,0,0,0,0,0,0,275,NA,1,1,1,32,32
0400854,040085403249,0,0,0,0,0,0,48,NA,0,0,0,10,10
0400855,040085503275,0,0,0,0,1,0,1133,NA,0,NA,1,77,74
0400857,040085703260,0,0,0,1,0,1,369,NA,0,0,0,72,77
0400858,040085803286,0,0,0,1,0,0,379,NA,1,1,1,47,62
0400859,040085903251,0,0,0,1,0,1,266,NA,0,0,0,72,77
0400861,040086103344,0,0,0,1,0,0,395,NA,0,0,0,71,68
0400862,040086201783,1,1,1,0,0,0,109,NA,1,1,1,49.5,30
0400863,040086303355,0,0,0,1,0,0,592,NA,1,1,1,48,28
0400864,040086403315,0,0,0,1,0,0,525,NA,1,0,0,51,46
0400866,040086603356,0,0,0,0,0,0,520,NA,0,0,0,74,79
0400867,040086703342,1,1,1,0,0,0,287,NA,0,0,0,62,52
0400868,040086803332,0,0,0,0,1,0,151,NA,0,0,0,32,27
0400870,040087000046,0,0,0,0,0,0,19,1,1,1,1,24.5,24.5
0400871,040087103310,0,0,0,0,1,0,1053,NA,0,1,1,51,41
0400872,040087203346,0,0,0,0,0,0,110,NA,1,0,0,10,10
0400873,040087303353,0,0,0,0,0,0,811,NA,0,0,0,58,62
0400875,040087503345,0,1,0,0,0,0,486,NA,1,1,1,33,41
0400876,040087603352,0,0,0,0,0,0,212,NA,1,0,0,27,22
0400877,040087703354,0,0,0,0,0,0,351,NA,1,1,1,21,42
0400877,040087703522,0,0,0,0,0,0,290,NA,1,1,1,28,24
0400878,040087803350,0,0,0,1,0,0,960,NA,0,0,0,84,88
0400879,040087903400,0,0,0,0,0,0,168,NA,0,0,0,74.5,84.5
0400880,040088003398,0,0,0,1,0,0,321,NA,1,0,0,15,5
0400881,040088103394,0,0,1,0,0,0,898,NA,0,0,0,71,76
0400882,040088203409,0,1,0,0,0,0,50,NA,1,1,1,24.5,24.5
0400884,040088403264,0,0,0,1,0,1,295,NA,0,0,0,72,67
0400885,040088503410,0,0,0,0,0,0,371,NA,1,0,0,35,25
0400886,040088603407,0,1,0,0,0,0,520,NA,0,0,0,67,66
0400887,040088703415,0,0,0,0,0,0,299,NA,1,1,1,62,62
0400887,040088703561,0,0,0,0,0,0,42,NA,1,1,1,49.5,49.5
0400888,040088803412,0,0,0,0,0,0,534,NA,0,0,0,76,80
0400889,040088903459,0,0,0,0,0,0,78,NA,1,0,0,24.5,24.5
0400890,040089003367,0,0,0,1,0,0,346,NA,1,1,1,39,44
0400891,040089103399,0,0,0,0,0,0,46,NA,1,1,1,32,43
0400892,040089203012,0,0,0,0,1,0,1087,NA,0,1,1,64,59
0400893,040089303382,0,0,0,0,0,0,152,NA,1,1,1,32,37
0400894,040089403379,0,0,0,0,0,0,172,NA,1,1,1,22,12
0400895,040089502450,1,0,0,1,0,0,566,NA,1,1,1,47,53
